iid,buying_info,CommentCount,page,sale_num,origin_price,favorRate,default_praise_count,tags,price,stock,img,title 
30555057,1794人已抢,407,37,1794,,97%,544,实惠|99	质量不错|8	质量很好|8	和描述一致|7	包装好|5	物流快|4	服务不错|3	材质一般|1	质量一般|1	功效不错|1	正品|1,990,,http://b1.hucdn.com/upload/item/1809/17/75366418900047_800x800.jpg,俏美人折叠式修眉刀锋利画眉化妆刮眉1+2套装毛刀片男女可用美妆工具
30592859,6256人已抢,1499,37,6256,,99%,1270,质量很好|196	实惠|195	质量一般|18	物流快|16	发货快|9	服务不错|7	和描述一致|7	物流慢|6	包装好|4	是正品|1,1180,,http://b1.hucdn.com/upload/item/1702/19/03165248837016_800x800.jpg,3/10卷 加厚大号穿绳垃圾袋子自动收口垃圾袋家用手提式垃圾袋 欧凯斯垃圾袋批发
30555235,8464人已抢,2108,37,8464,,98%,417,实惠|186	包装好|35	服务不错|18	物流快|16	质量很好|16	发货快|10	和描述一致|9	是正品|7	物流慢|6	大品牌|1,1580,,http://b1.hucdn.com/upload/item/1708/06/99259279438102_800x800.jpg,养生去湿气足贴祛湿睡眠通便正品脚底贴50贴/袋
30579058,6573人已抢,2739,37,6573,,99%,1644,质量很好|192	实惠|185	和描述一致|47	质量一般|38	物流快|24	物流慢|19	服务不错|10	发货快|7	是正品|4	大品牌|2,1990,,http://b1.hucdn.com/upload/item/1611/10/80353322265984_800x800.jpg,UOVO/优沃 2条装纯棉卡通4层加厚纱布枕巾 53*75cm
30634959,1608人已抢,553,37,1608,,99%,214,外观不错|190	实惠|157	正品|32	是正品|25	外观不好看|22	质量不错|17	质量很好|17	包装好|11	物流快|6	和描述一致|5	发货快|5,2690,,http://b1.hucdn.com/upload/item/1810/17/87466138025966_800x800.jpg,【夜用】洁婷卫生巾夜用超长410mm20片棉柔超值超薄
30600453,2820人已抢,943,37,2820,,98%,281,实惠|193	柔软舒适|111	质量很好|87	和描述一致|20	尺码偏小|9	物流慢|9	物流快|7	款式不错|7	手感好|5	质量一般|5	质量差|5,3600,,http://b1.hucdn.com/upload/item/1703/28/38129083744728_640x640.jpg,【买就送排扣】艾莉黛春夏款抹胸性感蕾丝无痕防走光聚拢胸罩无钢圈上托调整型文胸内衣
30583784,3991人已抢,1352,37,3991,,98%,302,实惠|195	包装好|42	物流快|16	服务不错|12	是正品|11	质量很好|10	物流慢|9	发货快|4	大品牌|3	质量一般|2	和描述一致|2,1800,,http://b1.hucdn.com/upload/item/1712/18/98643394535729_640x640.jpg,皇麦世家醇香浓厚黑芝麻糊五谷物营养冲饮630g
30594109,9180人已抢,1559,37,9180,,99%,4490,实惠|195	质量很好|164	物流快|15	无异味|12	和描述一致|10	包装好|7	颜色好看|5	发货快|4	手感好|4	服务不错|3	质量一般|3,1680,,http://b1.hucdn.com/upload/item/1803/08/93342749266943_800x800.jpg,全4册【有声伴读】幼儿启蒙学英语宝宝语言早教训练绘本幼小衔接语言表达交际能力
30500614,6915人已抢,1422,37,6915,,98%,3182,实惠|196	质量很好|127	材质一般|38	无异味|23	和描述一致|16	质量一般|15	物流快|12	服务不错|9	发货快|5	材质差|4	质量差|3,1190,,http://b1.hucdn.com/upload/item/1705/19/76590410730929_800x800.jpg,（2条装）宝宝围兜防水防脏免洗无袖 反穿衣吃饭兜围嘴透气喂饭衣围兜
30624634,3861人已抢,934,37,3861,,99%,806,实惠|159	质量很好|148	无异味|58	颜色好看|29	好玩|15	物流慢|15	质量一般|8	物流快|7	和描述一致|5	发货快|5	做工很好|5,2950,,http://b1.hucdn.com/upload/item/1706/28/83874149595158_800x800.jpg,儿童水果蔬菜切切乐 仿真儿童过家家厨房工具蛋糕汉堡披萨女孩玩具套装果蔬切切看篮装
30069536,34805人已抢,21102,37,34805,,96%,337,质量很好|200	质量一般|199	衣服不错|195	和描述一致|194	面料手感不错|193	实惠|192	款式不错|191	尺码不合身|191	无色差|190	面料手感一般|180	物流快|155,3900,,http://b1.hucdn.com/upload/item/1702/27/62095808017314_800x800.jpg,贝壳元素秋装男童卡通长袖T恤打底衫tx4516
30649064,1494人已抢,714,37,1494,,98%,89,实惠|172	正品|46	服务不错|40	质量不错|30	包装好|20	质量很好|20	物流快|19	功效不错|17	发货快|11	是正品|8	味道好闻|6,4400,,http://b1.hucdn.com/upload/item/1809/27/11869290900047_800x800.jpg,【买一赠五何洁私用口红】俏美人孕妇口红孕妇专用怀孕期正品天然纯植物哺乳期可用口红
30605765,1807人已抢,330,37,1807,,97%,22,实惠|81	柔软舒适|36	质量很好|26	尺码合适|10	尺码偏小|8	款式不错|8	和描述一致|7	尺码偏大|7	质量一般|7	物流快|6	服务不错|5,2680,,http://b1.hucdn.com/upload/item/1801/30/24206754198536_750x750.jpg,品位丹妮2018春季杨幂同款小白鞋舒适百搭休闲板鞋女鞋
30608250,1247人已抢,527,37,1247,,96%,192,实惠|58	包装好|26	正品|11	质量不错|9	功效不错|7	物流快|6	发货快|6	物流慢|5	质量很好|5	手感好|3	服务不错|3,2750,,http://b1.hucdn.com/upload/item/1804/29/91811502646183_800x800.jpg,【某宝爆款  低价直降 张新成口红】美康粉黛丝绒质感口红 哑光雾面高饱和显色保湿
30002241,1628人已抢,389,37,1628,,98%,351,实惠|127	外观不错|125	正品|37	是正品|26	质量不错|14	质量很好|14	外观不好看|13	物流快|9	和描述一致|6	包装好|3	大品牌|3,3290,,http://b1.hucdn.com/upload/item/1803/26/35739342475966_800x800.jpg,【夜用超值42片】苏菲卫生巾超熟睡加长夜用超薄290棉柔
30607027,7448人已抢,2740,37,7448,,99%,494,质量很好|194	实惠|186	质量一般|36	物流快|29	包装好|19	是正品|17	服务不错|14	和描述一致|14	发货快|13	物流慢|12	无异味|9,2990,,http://b1.hucdn.com/upload/item/1711/14/20510906266943_800x800.jpg,全11册经典儿童文学名著 爱丽丝漫游奇境记小学生必读课外阅读读物 加厚彩图注音版
30612693,4376人已抢,1545,37,4376,,98%,441,实惠|193	包装好|54	是正品|44	物流快|12	服务不错|9	质量很好|9	物流慢|9	发货快|5	和描述一致|3	大品牌|3,1990,,http://b1.hucdn.com/upload/item/1605/16/78183577961411_800x800.jpg,【四季冲饮品】南国醇香椰子粉450g罐 速溶早餐冲饮品海南椰子粉粉
26210195,2178人已抢,1724,37,2178,,99%,139,实惠|194	孩子喜欢|100	是正品|89	味道好|83	包装好|55	和描述一致|34	孩子不喜欢|18	物流慢|18	发货快|15	生产日期新|15	物流快|14,4000,,http://b1.hucdn.com/upload/item/1803/21/33886686739364_800x800.jpg,【新老包装随机发】英氏活力五谷米粉组合（益生元225g+钙铁锌225g)
26192744,4398人已抢,1214,37,4398,,99%,46,实惠|188	孩子喜欢|109	味道好|82	孩子不喜欢|37	味道差|34	是正品|28	生产日期新|21	包装好|20	物流快|12	质量很好|10	物流慢|7,1980,,http://b1.hucdn.com/upload/item/1705/17/90795160310883_800x800.jpg,亨氏牛肉番茄玉米泥  113g（电商装）
30628210,902人已抢,271,38,902,,95%,69,实惠|57	质量很好|26	柔软舒适|24	无色差|9	质量一般|8	有色差|7	和描述一致|5	质量差|4	尺码合身|4	尺码偏大|4	物流快|3,4900,,http://b1.hucdn.com/upload/item/1810/19/30399062713852_800x800.jpg,晚安兰 孕妇月子服睡衣秋冬季厚法兰绒开扣产妇哺乳珊瑚绒喂奶可外穿
26974661,1323人已抢,381,38,1323,,98%,84,味道好|92	孩子喜欢|72	实惠|56	味道差|18	孩子不喜欢|10	生产日期新|4	是正品|3	和描述一致|3	物流快|3	物流慢|3	味道一般|1,3750,,http://b1.hucdn.com/upload/item/1802/06/19622264075883_800x800.jpg,贝比玛玛芝士/鳕鱼/玉米鱼棒/鱼肠(袋装）48g*5
30582398,60751人已抢,24972,38,60751,,99%,467,发货快|190	大品牌|188	实惠|185	质量很好|185	是正品|183	物流快|176	包装好|126	物流慢|74	尺码不合身|62	和描述一致|60	服务不错|44,28000,,http://b1.hucdn.com/upload/item/1712/01/05899879625899_800x800.jpg,拉拉裤 男   XL38（12-17KG）【4包装】
30594572,1257人已抢,250,38,1257,,98%,374,实惠|48	质量很好|9	和描述一致|4	包装好|4	物流快|3	物流慢|1	发货快|1	服务不错|1,4900,,http://b1.hucdn.com/upload/item/1810/17/49564575465765_800x800.jpg,料理机多功能家用电动迷你宝宝婴儿辅食机小型搅拌机绞肉机榨汁机果泥研磨器食品级玻璃
30603132,10543人已抢,4983,38,10543,,95%,827,质量很好|197	柔软舒适|194	实惠|193	质量一般|96	和描述一致|65	无色差|53	物流快|49	尺码偏小|42	尺码合身|28	尺码偏大|24	款式不错|23,3290,,http://b1.hucdn.com/upload/item/1610/25/78870665676233_800x800.jpg,衣丫熊猫【2件】提花无痕哺乳内衣哺乳文胸
30595007,1692人已抢,486,38,1692,,97%,359,外观不错|194	实惠|118	包装好|34	外观不好看|30	正品|28	味道好闻|19	是正品|14	物流快|11	质量不错|9	质量很好|8	和描述一致|6,2590,,http://b1.hucdn.com/upload/item/1807/17/02276449285350_800x800.jpg,蒂花之秀 特惠家庭装1公斤洗发水正品清爽柔顺型焗油修护型去油去屑止痒修护
30654979,2829人已抢,630,38,2829,,97%,724,实惠|116	好玩|26	质量很好|23	物流快|14	包装好|4	质量一般|3	和描述一致|3	服务不错|3	颜色好看|2	物流慢|1	发货快|1,1090,,http://b1.hucdn.com/upload/item/1806/26/25988476548841_800x800.jpg,【绘画认知】神奇水画册儿童玩具涂鸦绘画本宝宝认知画册
30474033,662人已抢,179,38,662,,96%,16,实惠|51	质量很好|28	柔软舒适|10	手感好|3	质量一般|2	质量差|1	跟描述一致|1	和描述一致|1	物流快|1	物流慢|1	是正品|1,2990,,http://b1.hucdn.com/upload/item/1708/26/33161430702935_720x720.jpg,2双浪莎丝袜连裤袜防勾丝初春中厚大码肉色打底袜子女连体连脚长筒
30456042,978人已抢,128,38,978,,98%,313,实惠|24	质量很好|20	发货快|2	服务不错|1	和描述一致|1	物流快|1	包装好|1	是正品|1,3990,,http://b1.hucdn.com/upload/item/1807/04/95567185293583_800x800.jpg,【买一送2】维达柔滑系列婴儿抽纸3层100抽共16包
30592356,3122人已抢,570,38,3122,,95%,90,实惠|87	保湿滋润|17	质量不错|13	正品|13	物流快|7	服务不错|6	包装好|6	清洁度强|4	质量很好|4	发货快|3	是正品|2,990,,http://b1.hucdn.com/upload/item/1709/16/42709412470009_800x800.jpg,碧素堂蜗牛原液保湿补水睡眠面膜免洗20片 夜间舒缓修护提拉紧致肌肤
29311803,3530人已抢,1608,38,3530,,99%,99,实惠|157	是正品|145	包装好|45	不上火|32	物流快|19	发货快|19	孩子喜欢|12	质量很好|9	物流慢|7	和描述一致|6	大品牌|5,17800,,http://b1.hucdn.com/upload/item/1703/27/20356653005245_800x800.jpg,荷兰Hero Baby奶粉5段700g*2（2岁以上）
30618552,5581人已抢,2412,38,5581,,95%,21,实惠|195	外观漂亮|194	质量很好|185	外观不好看|107	质量一般|95	质量差|38	手感好|27	物流慢|15	物流快|11	和描述一致|9	服务不错|8,960,,http://b1.hucdn.com/upload/item/1611/13/14940833260732_800x800.jpg,【6条装】图强女士宝宝小毛巾挂式婴儿洗脸巾
30597431,23376人已抢,12017,38,23376,,95%,1480,好玩|200	质量很好|196	实惠|195	包装好|178	无异味|121	物流快|93	物流慢|67	发货快|66	质量一般|39	服务不错|38	是正品|37,1790,,http://b1.hucdn.com/upload/item/1711/08/22049594103891_800x800.jpg,贝杰斯 兼容式乐高积木玩具益智塑料拼装插儿童积木男女孩6-10岁
30657278,7917人已抢,2131,38,7917,,98%,525,实惠|192	包装好|40	物流快|25	物流慢|22	发货快|14	质量很好|12	服务不错|8	和描述一致|8	是正品|2	大品牌|1,980,,http://b1.hucdn.com/upload/item/1711/14/53164430212690_800x800.jpg,然利麻薯6口味500g袋干吃汤圆零食糕点心
26208671,1205人已抢,352,38,1205,,99%,148,实惠|70	孩子喜欢|55	味道好|42	包装好|15	是正品|14	味道差|6	和描述一致|5	质量很好|5	生产日期新|5	孩子不喜欢|4	口感好|3,5250,,http://b1.hucdn.com/upload/item/1803/21/34158341869364_800x800.jpg,【新老随机发】英氏益生元米粉+钙铁锌米粉+健恩原味米粉1段  225g*3盒
30593285,844人已抢,202,38,844,,98%,271,外观不错|77	实惠|58	正品|10	是正品|8	和描述一致|7	外观不好看|5	物流快|5	质量不错|4	质量很好|4	包装好|4	外观一般|2,2390,,http://b1.hucdn.com/upload/item/1803/02/86623977314011_800x800.jpg,【超长夜用6包 共24片】七度空间卫生巾 夜用纯棉少女超薄型加长338mm4片装
30592273,4377人已抢,1634,38,4377,,98%,291,实惠|193	味道好闻|156	正品|111	包装好|92	是正品|88	清洁度强|82	保湿滋润|45	质量不错|24	清洁度不好|22	物流快|19	质量很好|16,1390,,http://b1.hucdn.com/upload/item/1809/29/15661836143189_800x800.jpg,诗婷露雅山茶活水保湿洗面奶100g深层清洁清爽控油补水收缩毛孔温和洁面膏男女正品
30612780,7237人已抢,2465,38,7237,,99%,392,实惠|189	包装好|65	物流慢|32	物流快|27	发货快|14	服务不错|12	质量很好|10	是正品|8	和描述一致|7	大品牌|4	质量一般|3,1980,,http://b1.hucdn.com/upload/item/1605/16/76015671301411_800x800.jpg,【懒人即食早餐】【南国】 椰奶麦片560g(含20小包) 燕麦早餐饮品 冲饮水果麦片
29864539,17135人已抢,8722,36,17135,,97%,155,质量很好|191	是正品|188	实惠|186	柔软舒适|182	发货快|109	包装好|78	物流快|77	不红屁股|75	大品牌|64	防侧漏|49	吸水性强|44,15000,,http://b1.hucdn.com/upload/item/1704/02/09377160355312_800x800.jpg,纸尿裤 L54   （9-14KG）【2包装】
30622593,513人已抢,121,35,513,,98%,96,质量很好|37	实惠|22	尺码不合身|10	衣服不错|4	正品|4	是正品|3	质量一般|3	无色差|2	尺码合身|2	尺码合适|2	手感不错|2,5900,,http://b1.hucdn.com/upload/item/1802/08/82057202325476_800x800.jpg,巴拉巴拉童装女童弹力打底裤儿童长裤春秋小童宝宝裤子
30541622,5198人已抢,1031,35,5198,,96%,959,实惠|191	质量很好|151	柔软舒适|75	抓地性不好|60	尺码偏小|36	尺码偏大|17	正品|16	尺码合适|16	质量一般|16	软硬度合适|14	和描述一致|12,2990,,http://b1.hucdn.com/upload/item/1710/29/56359290164333_800x800.jpg,【尺码偏小】韩贝梵毛虫加绒男女童鞋加棉休闲跑步鞋中小童二棉鞋
30620527,7434人已抢,1869,35,7434,,98%,612,实惠|192	质量很好|78	包装好|27	服务不错|17	发货快|13	物流快|13	大品牌|11	物流慢|10	和描述一致|5	质量一般|5	质量差|3,3790,,http://b1.hucdn.com/upload/item/1712/15/20546465075690_800x800.jpg,【送植护婴儿湿巾】植护婴儿亲肤湿巾带盖80抽*10包
30555049,1690人已抢,599,35,1690,,97%,46,实惠|103	包装好|16	物流快|6	发货快|3	质量很好|3	大品牌|2	服务不错|2	和描述一致|2	物流慢|2	是正品|1,1980,,http://b1.hucdn.com/upload/item/1712/18/98996496315729_640x640.jpg,皇麦世家草莓水果牛奶燕麦片营养代早餐350g
30582225,14986人已抢,18203,35,14986,,99%,162,质量很好|196	发货快|196	是正品|191	尺码不合身|189	实惠|180	物流慢|179	物流快|169	包装好|105	不红屁股|100	和描述一致|91	防侧漏|63,31600,,http://b1.hucdn.com/upload/item/1809/13/38977963879345_800x800.jpg,拉拉裤 L44 （9-14KG）【4包装】
29311773,8494人已抢,3204,35,8494,,99%,75,是正品|196	实惠|193	包装好|62	发货快|56	质量很好|35	物流快|28	不上火|28	和描述一致|25	物流慢|20	大品牌|13	服务不错|11,32800,,http://b1.hucdn.com/upload/item/1703/30/64177898455245_800x800.jpg,德国爱他美奶粉3段800g*2（10-12个月）
30562821,7508人已抢,2646,35,7508,,98%,29,包装好|199	质量很好|197	实惠|195	材质一般|84	和描述一致|56	质量一般|42	物流快|30	材质很好|23	物流慢|22	材质差|18	质量差|13,2600,,http://b1.hucdn.com/upload/item/1612/09/83988527845451_800x800.jpg,韩版时尚大容量彩条背包尼龙双肩包女包
30684667,20539人已抢,7374,35,20539,,98%,745,实惠|195	质量不错|145	正品|120	质量很好|105	功效不错|93	物流快|60	是正品|44	发货快|40	材质一般|37	物流慢|34	包装好|30,990,,http://b1.hucdn.com/upload/item/1611/09/70441848268881_800x800.jpg,莱玫双头自动眉笔0.6g防水防汗不晕染持久不脱色-a
30459673,1985人已抢,412,35,1985,,98%,74,外观不错|154	实惠|100	质量不错|33	质量很好|33	外观不好看|17	包装好|9	正品|8	质量一般|7	和描述一致|6	物流快|4	物流慢|3,990,,http://b1.hucdn.com/upload/item/1803/11/31590446772370_800x800.jpg,皓牛天然小麦软毛小头牙刷8支
30559298,29666人已抢,8747,35,29666,,98%,1650,和描述一致|198	实惠|195	质量很好|194	保暖性一般|194	保暖性好|191	尺码偏小|190	尺码合适|182	正品|174	质量一般|158	款式不错|116	跟脚性好|95,3690,,http://b1.hucdn.com/upload/item/1810/15/75511868670353_800x800.jpg,亲亲泥巴宝宝机能鞋2018冬季新款儿童鞋1-3-6岁运动鞋加棉加绒保暖
30446077,4388人已抢,1883,35,4388,,97%,55,实惠|191	外观漂亮|164	质量很好|130	外观不好看|20	柔软弹性好|20	物流慢|16	无异味|16	物流快|16	包装好|13	和描述一致|13	发货快|13,970,,http://b1.hucdn.com/upload/item/1702/17/36690771805004_800x800.jpg,【买2根送四只角】【1根装】优呵儿童安全防撞条室内桌角墙角防护条宝宝防磕碰安全条
30659894,8023人已抢,3000,35,8023,,94%,165,实惠|193	质量很好|127	包装好|78	质量一般|71	物流快|23	发货快|15	服务不错|14	物流慢|12	和描述一致|6	大品牌|1,1460,,http://b1.hucdn.com/upload/item/1611/08/73560360164889_640x640.jpg,【超值装】沃姆吸水拖把 伸缩杆对折胶棉拖把
30613885,10217人已抢,2181,35,10217,,98%,2652,实惠|196	质量很好|164	好玩|103	颜色好看|67	和描述一致|25	物流快|22	物流慢|21	质量一般|17	服务不错|16	无异味|15	发货快|7,990,,http://b1.hucdn.com/upload/item/1709/05/74009679421256_800x800.jpg,协煌 会爬会动的趣味发条玩具卡通上链上弦玩具
30608365,1661人已抢,624,35,1661,,97%,529,外观漂亮|171	实惠|120	外观不好看|39	质量很好|19	和描述一致|13	正品|10	物流快|6	质量差|5	包装好|5	款式不错|4	服务不错|2,990,,http://b1.hucdn.com/upload/item/1803/24/75276844620798_800x800.jpg,日韩纯银耳钉女简约个性长款耳环气质珍珠耳线耳针耳坠耳饰
30622500,466人已抢,127,35,466,,99%,137,实惠|39	质量很好|38	尺码不合身|11	衣服不错|10	尺码合身|4	正品|4	面料手感不错|2	和描述一致|2	尺码合适|2	价格贵|1	发货快|1,5900,,http://b1.hucdn.com/upload/item/1712/21/52395642066092_800x800.jpg,巴拉巴拉童装男童长袖T恤小童宝宝儿童春秋撞色圆领套头
29311790,5447人已抢,2352,35,5447,,99%,241,是正品|197	实惠|174	包装好|68	发货快|41	不上火|22	质量很好|21	物流快|15	和描述一致|13	物流慢|9	服务不错|6	大品牌|5,26800,,http://b1.hucdn.com/upload/item/1809/14/28537684839345_800x800.jpg,荷兰牛栏婴儿奶粉5段 800g*2（2岁以上）
30585585,6237人已抢,1785,35,6237,,98%,1240,实惠|194	质量很好|72	是正品|24	包装好|18	大品牌|16	物流快|14	物流慢|13	发货快|8	服务不错|7	和描述一致|7	质量一般|4,2990,,http://b1.hucdn.com/upload/item/1807/14/32965732326901_800x800.jpg,【小浣熊】婴儿带盖80抽手口婴儿湿巾新生儿包邮宝宝儿童湿纸巾
30662670,1324人已抢,261,35,1324,,95%,420,实惠|73	质量很好|34	质量一般|15	显瘦|9	物流快|6	手感好|5	服务不错|3	正品|3	物流慢|3	尺码合适|3	合身|3,2990,,http://b1.hucdn.com/upload/item/1810/22/38372548668806_800x800.jpg,【浪莎正品】2018秋款外穿打底裤女裤梭织弹力紧身铅笔黑色小脚九分裤加厚
30607269,10234人已抢,4773,35,10234,,98%,467,质量很好|193	实惠|192	物流快|93	发货快|57	服务不错|31	无异味|21	物流慢|20	包装好|20	颜色好看|16	和描述一致|15	是正品|15,1680,,http://b1.hucdn.com/upload/item/1802/05/92074778296943_800x800.jpg,全套10册 宝宝学说话语言阶梯训练婴幼儿寓言启蒙教育经典图书绘本0-3岁宝宝早教读物儿童益智动脑 婴儿睡前图画书绘本
30374307,21092人已抢,5529,35,21092,,98%,3980,实惠|196	质量很好|196	包装好|97	物流慢|85	物流快|57	和描述一致|39	包装差|36	服务不错|33	大品牌|21	发货快|20	质量一般|19,1990,,http://b1.hucdn.com/upload/item/1807/13/64274655198228_800x800.jpg,【5包*80抽带盖】可爱多婴儿湿巾80抽*5包带盖手口专用湿纸巾
30649284,1674人已抢,347,36,1674,,99%,724,实惠|77	质量很好|51	无异味|4	颜色好看|3	物流快|3	物流慢|3	和描述一致|3	包装好|2	音质不错|2	服务不错|2	手感好|1,1680,,http://b1.hucdn.com/upload/item/1803/21/17587638838092_800x800.jpg,幼儿园宝宝学英语故事书全套4册 幼儿英语启蒙有声绘本 0-2-3岁少儿英语入门教
30606990,1062人已抢,201,36,1062,,99%,426,实惠|53	质量很好|11	颜色好看|2	物流快|2	质量一般|1	和描述一致|1	无异味|1,2280,,http://b1.hucdn.com/upload/item/1712/13/52768776696943_800x800.jpg,全8册亲子思维游戏4册送幼儿专注力训练160题4册 宝宝早教启蒙故事书培养高情商
30624848,5602人已抢,1553,36,5602,,98%,665,实惠|193	质量很好|139	无异味|60	颜色好看|26	好玩|25	物流慢|17	质量一般|16	服务不错|12	发货快|11	物流快|6	做工很好|5,1660,,http://b1.hucdn.com/upload/item/1707/26/82808022735158_800x800.jpg,儿童过家家玩具厨房仿真果蔬切水果切切乐 女孩蛋糕玩具 蔬菜汉堡披萨切切看
30592100,1032人已抢,279,36,1032,,98%,267,外观不错|89	实惠|84	是正品|32	正品|30	外观不好看|5	物流慢|3	物流快|3	和描述一致|2	快递慢|2	服务不错|2	质量不错|1,3990,,http://b1.hucdn.com/upload/item/1708/27/17006459277263_800x800.jpg,ABC卫生巾超级薄日用240+夜用382纯棉柔防侧漏组合共8包
30616677,2641人已抢,947,36,2641,,97%,321,实惠|156	质量不错|26	保湿滋润|18	物流快|10	发货快|9	正品|8	是正品|7	包装好|6	质量很好|6	清洁度强|5	刺激性强|4,990,,http://b1.hucdn.com/upload/item/1808/23/11657559300009_800x800.jpg,【买30片送眼霜一支】碧素堂玻尿酸原液保湿补水面膜清洁收缩毛孔30片/10片正品
30555136,1480人已抢,546,36,1480,,97%,163,实惠|121	正品|32	是正品|29	味道好闻|18	清洁度强|16	质量不错|16	包装好|13	物流快|12	保湿滋润|10	发货快|6	质量很好|5,2700,,http://b1.hucdn.com/upload/item/1806/15/31278056816989_800x800.jpg,【新升级去角质120g】珀莱雅海洋保湿去角质啫喱120g补水保湿
30655296,861人已抢,198,36,861,,96%,69,外观漂亮|98	实惠|30	外观不好看|11	质量很好|6	和描述一致|2	物流快|2	材质差|2	手感好|2	质量差|1	无异味|1	服务不错|1,990,,http://b1.hucdn.com/upload/item/1710/21/55239935714351_800x800.jpg,1岁-6岁儿童手握卡通练习牙刷婴儿宝宝牙刷婴儿用品护理乳牙刷软毛硅胶妈妈帮刷牙
30591992,10777人已抢,2644,36,10777,,95%,825,实惠|139	服务不错|60	质量不错|51	正品|50	物流快|48	包装好|44	发货快|33	是正品|26	质量很好|24	保湿滋润|22	吸收效果不错|20,2590,,http://b1.hucdn.com/upload/item/1808/15/02811354247931_800x800.jpg,【买2送1 懒人享瘦 瘦/塑身美体】美康纤体健美霜 塑身 燃脂 产后 拯救腿腰臀
30427465,64463人已抢,20359,36,64463,,98%,274,颜色好看|198	质量很好|196	包装好|196	和描述一致|196	质量一般|194	实惠|185	物流慢|181	物流快|126	发货快|107	服务不错|100	无异味|75,990,,http://b1.hucdn.com/upload/item/1712/12/81634334460082_800x800.jpg,古琦2件套 宝宝防疫证+出生证明保护皮套
30623387,1512人已抢,310,36,1512,,99%,192,实惠|62	质量很好|40	颜色好看|8	物流快|6	无异味|5	服务不错|2	和描述一致|2	包装好|2	发货快|1	质量一般|1,1080,,http://b1.hucdn.com/upload/item/1712/20/50662012790317_800x800.jpg,全10册 宝宝情商好习惯培养幼儿园绘本0-3-6岁 睡前故事正版幼儿图书早教绘本
30583326,2448人已抢,538,36,2448,,98%,799,外观不错|178	实惠|152	正品|39	是正品|30	外观不好看|16	质量不错|14	质量很好|13	物流快|10	包装好|9	大品牌|5	发货快|3,3990,,http://b1.hucdn.com/upload/item/1803/21/11302774435966_800x800.jpg,【限量爆款】苏菲卫生巾夜用加长超长超熟睡420共7包
30470609,7286人已抢,3428,36,7286,,98%,562,是正品|196	实惠|195	外观不错|187	正品|183	外观不好看|77	物流快|56	包装好|47	质量很好|47	质量不错|44	和描述一致|31	发货快|28,2500,,http://b1.hucdn.com/upload/item/1711/06/63198640100020_800x800.jpg,舒客维C营养牙膏120g*2+舒缓敏感牙膏120g*2支 舒缓牙龈敏感呵护牙龈
30661022,3265人已抢,899,36,3265,,97%,874,实惠|184	质量很好|111	材质一般|34	质量一般|26	无异味|16	手感好|15	物流快|12	材质差|11	质量差|8	服务不错|5	和描述一致|5,1690,,http://b1.hucdn.com/upload/item/1808/14/09086294702012_800x800.jpg,【多条装】6层纱布口水巾纯棉婴儿洗脸毛巾新生儿用品宝宝小方巾儿童手帕手绢
26208622,2079人已抢,1159,36,2079,,99%,135,实惠|149	孩子喜欢|132	味道好|132	包装好|22	是正品|16	孩子不喜欢|11	质量很好|10	发货快|8	生产日期新|7	物流快|7	和描述一致|6,6900,,http://b1.hucdn.com/upload/item/1703/01/65117409630912_800x800.jpg,伊威辅食 宝宝营养面条   200g*4组合装
30622726,289人已抢,94,36,289,,99%,55,质量很好|30	实惠|26	尺码不合身|26	尺码偏小|6	面料手感不错|4	无色差|3	衣服不错|3	尺码合身|3	尺码合适|3	大品牌|2	正品|2,9900,,http://b1.hucdn.com/upload/item/1712/21/46347231426092_800x800.jpg,巴拉巴拉男童牛仔裤儿童裤子童装春秋中大童长裤小脚裤潮
30580420,1158人已抢,260,36,1158,,96%,105,实惠|50	质量很好|8	包装好|5	物流快|5	发货快|3	是正品|2	物流慢|2	大品牌|1,1990,,http://b1.hucdn.com/upload/item/1810/18/30810878368338_800x800.jpg,百草味 板栗仁 80g*2
30635093,10119人已抢,4183,36,10119,,96%,418,实惠|188	是正品|141	包装好|94	物流快|49	发货快|36	和描述一致|28	物流慢|27	质量很好|20	服务不错|12	大品牌|2,2190,,http://b1.hucdn.com/upload/item/1612/19/32849759450041_800x800.jpg,达利园巧克力派2斤装整箱
30605091,952人已抢,283,36,952,,97%,251,实惠|53	质量很好|32	无异味|13	和描述一致|6	材质一般|4	物流快|3	材质不错|2	服务不错|2	是正品|1	包装好|1	质量差|1,1980,,http://b1.hucdn.com/upload/item/1803/17/88869272033394_800x800.jpg,迪士尼正品儿童宝宝带把双手柄刻度水杯吸管杯直吸学饮杯
30578780,6202人已抢,1218,36,6202,,97%,1799,质量很好|198	实惠|192	尺码偏大|40	柔软舒适|35	尺码偏小|32	磨脚|26	尺码合适|21	质量一般|18	跟脚性好|18	正品|17	和描述一致|16,1990,,http://b1.hucdn.com/upload/item/1708/30/88548736669996_800x800.jpg,海绵宝宝童鞋软底儿童帆布鞋一脚蹬布鞋男童女童宝宝鞋子幼儿园小白板鞋秋
