senior_class,senior_id,content,product_name,market_price,order_overdue,price_min,sale_mode,saled,saled_fee,summary,url,utime,Img800 
母婴亲子,155,玩具,米兔积木矿山卡车,99.0,7200,94.0,483,3088,30292236,方向盘控制系统，翻斗升降系统，后轮独立差速器，纯机械传动控制,http://home.mi.com/shop/detail?gid=101203,20181016 00:00:06,http://img.youpin.mi-img.com/800_pic/101805_f039f2c4b0521c0e8b0183ec005337f0.png
母婴亲子,155,玩具,米兔指尖积木,9.9,0,9.9,483,4003,3886018,无限翻转，简约外观，精致便携,http://home.mi.com/shop/detail?gid=102943,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/100630_e8133c220417088ba9f386d564a96195.png
母婴亲子,155,玩具,米兔卡片学习机,299.0,7200,279.0,483,770,22803880,刷卡互动，学习报告，AR场景，智能对话,http://home.mi.com/shop/detail?gid=102056,20181016 00:00:05,http://img.youpin.mi-img.com/800_pic/102056_30791v81fa58z.png
母婴亲子,155,玩具,米兔智能故事机mini,149.0,0,139.0,483,701,10152005,精选故事，安全材质，纯正音质，安心哄睡,http://home.mi.com/shop/detail?gid=102935,20181016 00:00:07,http://img.youpin.mi-img.com/800_pic/100954_a4d9613c420259b6803cd75f0047d8a8.png
母婴亲子,155,玩具,启萌婴幼儿安抚摇铃,119.0,7200,119.0,301,3384,39115472,多重功能，安全耐咬，小巧便携,http://home.mi.com/shop/detail?gid=102353,20181008 00:00:17,http://img.youpin.mi-img.com/800_pic/102353_405761763b7cec10688eff4a04dabb88.png
母婴亲子,155,玩具,机器岛 多感官早教启蒙点读派,249.0,7200,229.0,301,1259,29322051,六大视听学玩模式，多感官早教事半功倍，16个主题进阶学习+1000多个启蒙知识点,http://home.mi.com/shop/detail?gid=102872,20181012 00:00:11,https://img.youpin.mi-img.com/800_pic/bd728b5dd40ae46aa92dd1646d0e5502.png
母婴亲子,155,玩具,米兔智能积木,199.0,0,179.0,483,258,4872382,APP边玩边教，编程控制，百变拼插，人体工学设计,http://home.mi.com/shop/detail?gid=102767,20181016 00:00:08,http://img.youpin.mi-img.com/800_pic/100955_083f09272082993b8df75f12262dcff4.png
母婴亲子,155,玩具,机器岛 启蒙认知磁力盒 4盒装,129.0,7200,129.0,301,4557,55706193,双语学习，多种主题，趣味认知，优选材质,http://home.mi.com/shop/detail?gid=101830,20181015 14:59:45,http://img.youpin.mi-img.com/800_pic/101830_0521bce04305b0a3f476821450cdc52f.png
母婴亲子,155,玩具,多纳学拼音套装,268.0,7200,268.0,301,1249,19082978,趣味探索，知识面全覆盖，智能书写判断及辅助更正专利,http://home.mi.com/shop/detail?gid=101484,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/101484_1dkljll9hongk.png
母婴亲子,155,玩具,米兔轨道积木 电动火车套装,299.0,7200,269.0,483,2821,83538370,"63件经典零件，百变组合更耐玩,进口榉木环保漆               安全环保材料，场景化优势方式，促进智力发育",http://home.mi.com/shop/detail?gid=101365,20181016 00:00:06,http://img.youpin.mi-img.com/800_pic/101365_b0be7d34b5b8aac5a9eccc5cc8358c3d.png
母婴亲子,155,玩具,米兔 Hape 70粒益智积木,99.0,7200,99.0,483,324,3200042,欧洲榉木，环保水性漆，启智专属，无限拼搭,http://home.mi.com/shop/detail?gid=102765,20180813 11:46:39,http://img.youpin.mi-img.com/800_pic/100956_31e2ee98d482c9803414514a292e48ab.png
母婴亲子,155,玩具,米兔儿童磁力积木,199.0,0,189.0,483,273,5272563,磁力拼搭，无尽想象，进口A级榉木，环保水性漆,http://home.mi.com/shop/detail?gid=102934,20181016 00:00:01,http://img.youpin.mi-img.com/800_pic/822_5df0c1ff55962034db049f04a4e3ebc4.png
母婴亲子,155,玩具,贝瓦咖啡屋 120粒,139.0,7200,129.0,301,1261,16450224,无限拼插、激发创造力，安全环保，精湛工艺,http://home.mi.com/shop/detail?gid=102024,20181015 19:33:51,http://img.youpin.mi-img.com/800_pic/102024_onqu8gob3u8l.png
母婴亲子,155,玩具,SIMI足球机器人 两只装,199.0,7200,189.0,301,1472,28384843,多种足球技巧，简单灵敏操控，单人多人随心转换玩法,http://home.mi.com/shop/detail?gid=101982,20181012 19:24:29,http://img.youpin.mi-img.com/800_pic/101982_577a02b3bec3f66702e495a24f48b9de.png
母婴亲子,155,玩具,考拉妈妈儿童足球,99.0,1800,99.0,301,3131,31710337,轻柔脚感，高回弹环保材质，专利粘合工艺,http://home.mi.com/shop/detail?gid=102243,20181008 00:00:03,http://img.youpin.mi-img.com/800_pic/102243_c06a9cd53268b97bb74030abd38e79ef.png
母婴亲子,155,玩具,托马斯和朋友之沙滩运输小火车套装,199.0,7200,189.0,301,1231,20619707,56厘米大块头，玩法多样，大车头+大车厢组合,http://home.mi.com/shop/detail?gid=101806,20181012 00:00:07,http://img.youpin.mi-img.com/800_pic/101806_99b50b4d92ba9f35695580247022c4ac.png
母婴亲子,155,玩具,Bestkids沙滩玩具 16件套,39.0,7200,39.0,301,8604,32217523,柔软不伤手，坚固有韧性，环保好材质，便携易收纳,http://home.mi.com/shop/detail?gid=101751,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/101751_2lldv9dwrsl1d.png
母婴亲子,155,玩具,米兔积木矿山卡车,99.0,7200,99.0,300,0,0,方向盘控制系统，翻斗升降系统，后轮独立差速器，纯机械传动控制,http://home.mi.com/shop/detail?gid=101805,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/101805_f039f2c4b0521c0e8b0183ec005337f0.png
母婴亲子,155,玩具,米兔积木机器人传感套装,558.0,0,558.0,300,0,858063500,米兔积木机器人 *1，米兔积木机器人拓展包 颜色传感器 *1,http://home.mi.com/shop/detail?gid=639,20180802 18:19:13,http://img.youpin.mi-img.com/800_pic/639_cf51d5aaf3c88798d8d0ae1e8587fa31.png
母婴亲子,155,玩具,贝瓦 80粒彩色儿童益智积木,99.0,7200,89.0,301,9598,890412344,环保水性漆，欧洲玩具标准,http://home.mi.com/shop/detail?gid=540,20181012 00:00:10,http://img.youpin.mi-img.com/800_pic/540_qye1mi3pr88x.png
母婴亲子,155,玩具,小木智能体感积木,339.0,7200,339.0,301,2362,75525563,孩子的学习玩具，家长的陪伴工具，适合2-7岁，暂不支持IOS系统,http://home.mi.com/shop/detail?gid=100555,20181015 09:39:06,http://img.youpin.mi-img.com/800_pic/100555_9bca40d254d9e1a4ce792ea2d588131e.png
母婴亲子,155,玩具,米兔指尖积木,9.9,0,9.9,300,8456,8371440,无限翻转，简约外观，精致便携,http://home.mi.com/shop/detail?gid=100630,20181010 21:17:34,http://img.youpin.mi-img.com/800_pic/100630_e8133c220417088ba9f386d564a96195.png
母婴亲子,155,玩具,柔软米兔抱枕 60cm,129.0,7200,129.0,483,157,1948413,严格选料，材质柔软 ，精制工艺，不易变形， 午休时间，最佳搭档,http://home.mi.com/shop/detail?gid=103140,20180813 11:57:40,http://img.youpin.mi-img.com/800_pic/101487_171a9a3fba018b42e1e3c9c01454a4d0.png
母婴亲子,155,玩具,经典款米兔 25cm,49.0,7200,49.0,483,85,412864,精致工艺，品质保证,http://home.mi.com/shop/detail?gid=103139,20180813 18:55:16,http://img.youpin.mi-img.com/800_pic/101488_e778d1a54510d36733903500611858b2.png
母婴亲子,155,玩具,潜水员米兔,49.0,7200,49.0,483,113,550298,安全材质、造型可爱,http://home.mi.com/shop/detail?gid=103142,20180813 12:01:27,http://img.youpin.mi-img.com/800_pic/102275_mr64cd5mebc.png
母婴亲子,155,玩具,悟空米兔,49.0,7200,49.0,483,92,449344,霸气米兔，再现经典，萌物来袭,http://home.mi.com/shop/detail?gid=103141,20180813 14:03:17,http://img.youpin.mi-img.com/800_pic/101445_dc5383eee4bc09e46732f12f8b856a60.png
母婴亲子,155,玩具,小米米兔音箱,99.0,1800,99.0,300,2596,865281700,天然萌的音乐小玩具，蓝牙4.0链接，3小时续航,http://home.mi.com/shop/detail?gid=255,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/255_a13a681dc504ea89c8aac4a557d20abd.png
母婴亲子,155,玩具,跑酷智能极速赛车,429.0,7200,399.0,301,3270,129965562,高速对战，竞技排行，数据同步，耐撞品质,http://home.mi.com/shop/detail?gid=100502,20181012 00:00:10,http://img.youpin.mi-img.com/800_pic/100502_31tx75zrdy6iu.png
母婴亲子,155,玩具,米兔遥控小飞机螺旋桨,19.0,7200,19.0,483,46,87400,航空专用螺旋桨翼型 ／ 超韧性复合材料 ／ 正反桨颜色识别,http://home.mi.com/shop/detail?gid=102936,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/101978_mvjqv4vwfyl7.png
母婴亲子,155,出行,小寻智能轮滑鞋,249.0,7200,249.0,301,597,14305638,酷炫动感，4重安全保障，吸汗透气，简单易上手,http://home.mi.com/shop/detail?gid=103641,20180920 10:34:40,https://img.youpin.mi-img.com/800_pic/3175adf72b822a159a34915f52d7d672.png
母婴亲子,155,出行,小寻儿童头盔运动护具组合,99.0,7200,99.0,301,643,6258154,酷帅造型，安全环保，透气性好，头围可调,http://home.mi.com/shop/detail?gid=103639,20180920 10:35:10,https://img.youpin.mi-img.com/800_pic/3de9f18d6793bb6d166bfa260b8042a2.png
母婴亲子,155,出行,QBORN儿童安全座椅,1299.0,7200,1199.0,301,1076,117023855,精钢加固骨架抗形变,http://home.mi.com/shop/detail?gid=102382,20181012 00:00:09,http://img.youpin.mi-img.com/800_pic/102382_f2f0866c39b9a482addd4628d9291a7e.png
母婴亲子,155,出行,BEBEHOO START轻便四轮婴儿推车,749.0,7200,749.0,301,2041,142040921,轻巧便携，可坐可躺，独立减震，单手开合，可上飞机,http://home.mi.com/shop/detail?gid=101601,20181008 00:00:18,http://img.youpin.mi-img.com/800_pic/101601_2vhhs8kinubah.png
母婴亲子,155,出行,稚行小轻星折叠儿童推车,469.0,7200,469.0,301,2279,100235067,舒适空间，单手快折，轻巧便携,http://home.mi.com/shop/detail?gid=101219,20181008 00:00:17,http://img.youpin.mi-img.com/800_pic/101219_2duc99bd8o9x1.png
母婴亲子,155,出行,柒小佰变形儿童车,399.0,7200,379.0,301,8511,326292064,德国IF设计大奖，骑滑双模式，快速变形，8重安全保护,http://home.mi.com/shop/detail?gid=102067,20181012 00:00:09,http://img.youpin.mi-img.com/800_pic/102067_70d5724f0c477ec881d9f5f6732ba45e.png
母婴亲子,155,出行,米兔儿童滑板车,249.0,7200,229.0,483,2560,62517982,多重安全保护，促进孩子肢体协调,http://home.mi.com/shop/detail?gid=102153,20181016 00:00:08,http://img.youpin.mi-img.com/800_pic/102153_2tr5vm3z9zmr1.png
母婴亲子,155,出行,贝瓦 儿童滑板车,199.0,7200,169.0,301,4227,916326489,四重安全保障，重力转向，畅快滑行,http://home.mi.com/shop/detail?gid=100369,20181012 00:00:09,http://img.youpin.mi-img.com/800_pic/100369_3u7a0ec7mvdn5.png
母婴亲子,155,出行,防走失牵引手环,39.0,7200,39.0,301,3764,13970093,安全防脱 | 不易断裂 |亲肤舒适,http://home.mi.com/shop/detail?gid=103521,20181012 19:06:33,https://img.youpin.mi-img.com/800_pic/58f1a29ed866d267ab477d4f1d02e196.png
母婴亲子,155,出行,骑记骑滑两用安全儿童车,699.0,7200,669.0,301,2964,993259899,骑行滑步二合一，人体工程设计，外观圆润Q萌,http://home.mi.com/shop/detail?gid=721,20181012 00:00:09,http://img.youpin.mi-img.com/800_pic/721_n34ydxbctb8k.png
母婴亲子,155,出行,骑记小学生山地车,799.0,7200,769.0,301,870,65649653,酷炫动感，航空铝合金车架，便捷变速，安全骑行,http://home.mi.com/shop/detail?gid=100755,20181012 00:00:06,http://img.youpin.mi-img.com/800_pic/100755_d1c4hxwnzqkm.png
母婴亲子,155,出行,Ninebot Kids Bike儿童运动自行车 男款,699.0,7200,679.0,301,1348,92081275,流线型车架，优秀操控感，品质细节,http://home.mi.com/shop/detail?gid=100756,20181012 00:00:08,http://img.youpin.mi-img.com/800_pic/100756_3d8pjp38bwkim.png
母婴亲子,155,出行,Ninebot Kids Bike儿童运动自行车 女款,699.0,7200,679.0,301,923,62012735,乖巧优雅车身，时尚撞色，品质细节,http://home.mi.com/shop/detail?gid=100757,20181012 00:00:10,http://img.youpin.mi-img.com/800_pic/100757_clki4mn0xaz5.png
母婴亲子,155,出行,柒小佰Q萌儿童头盔,79.0,7200,79.0,301,2058,15863942,Q萌造型 | 头围可调 |安全环保 | 舒适透气,http://home.mi.com/shop/detail?gid=102508,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/102508_c9420ced6e24436e98e209eecc340cd6.png
母婴亲子,155,出行,QBORN新薄型清凉垫,89.0,7200,89.0,301,587,4932885,纳米释冷 | 沁爽轻薄 | 一垫多用,http://home.mi.com/shop/detail?gid=102702,20181008 00:00:02,http://img.youpin.mi-img.com/800_pic/ba968712d029aa3cd9a84c473860efa1.png
母婴亲子,155,出行,小扬婴儿腰凳便捷版,69.0,7200,69.0,301,4802,46004088,轻巧便携，舒适背负，安全面料,http://home.mi.com/shop/detail?gid=101093,20181015 14:31:10,http://img.youpin.mi-img.com/800_pic/101093_13p6j2l6ans25.png
母婴亲子,155,出行,小扬多功能婴儿背带腰凳,199.0,7200,189.0,301,6135,965461282,保护脊椎，舒适背负，安全面料,http://home.mi.com/shop/detail?gid=100368,20181015 14:31:44,http://img.youpin.mi-img.com/800_pic/100368_80e494e5dd46d240828345f0aa5cd6ba.png
母婴亲子,155,出行,Ninebot Kids Bike静音辅助轮,59.0,7200,59.0,301,297,1462157,恪守安全，骑行舒适，安静无噪音，安装简易,http://home.mi.com/shop/detail?gid=101602,20180929 19:38:53,http://img.youpin.mi-img.com/800_pic/101602_y4xwjgzqewgp.png
母婴亲子,155,出行,骑记儿童车平衡轮,79.0,7200,79.0,301,2560,870499586,加厚型钢板，无尖锐部件，橡胶轮减噪，快速上手,http://home.mi.com/shop/detail?gid=722,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/722_10uzopjrbbiwe.png
母婴亲子,155,婴童服饰,稚行儿童轻薄生物绒棉服,159.0,7200,159.0,301,465,7332937,杜邦SORONA生物绒，保暖升级，耐洗耐穿,http://home.mi.com/shop/detail?gid=103841,20181008 10:00:00,https://img.youpin.mi-img.com/800_pic/f0ec690b870f4932b72dc64036d9f2ae.png
母婴亲子,155,婴童服饰,MITOWN LIFE陈幸福联名套头卫衣亲子装,89.0,7200,89.0,301,413,4460092,舒适亲肤，优质印花，经典百搭，专属幸福,http://home.mi.com/shop/detail?gid=103833,20181010 11:50:55,https://img.youpin.mi-img.com/800_pic/d4c42941aea818b3528d9a8ebb164c6b.png
母婴亲子,155,婴童服饰,壹果守护精灵长袖爬服,79.0,7200,79.0,301,43,319337,柔软亲服，轻薄透气，立体剪裁,http://home.mi.com/shop/detail?gid=103879,20181015 10:00:00,https://img.youpin.mi-img.com/800_pic/75d92276468d577fa31d5727e285707b.png
母婴亲子,155,婴童服饰,MITOWNLIFE儿童圆领套头卫衣,79.0,7200,79.0,301,252,1906619,简洁百搭，亲肤舒适，温暖挡风,http://home.mi.com/shop/detail?gid=103732,20180926 10:53:01,https://img.youpin.mi-img.com/800_pic/c688f88e68897fe0a21046f83da56fb6.png
母婴亲子,155,婴童服饰,ULEEMARK  儿童轻便羽绒服,199.0,7200,179.0,301,3419,65852492,90%白鸭绒，夜行反光，活力撞色，轻便保暖,http://home.mi.com/shop/detail?gid=100943,20181012 00:00:10,http://img.youpin.mi-img.com/800_pic/100943_3n10lyn3ndr7o.png
母婴亲子,155,婴童服饰,稚行儿童平角内裤（三条装）,59.0,7200,59.0,301,550,3178811,澳洲进口面料，环保工艺，柔软透气,http://home.mi.com/shop/detail?gid=103757,20180930 17:52:10,https://img.youpin.mi-img.com/800_pic/d690a2d5e86765586187f632ceff4693.png
母婴亲子,155,婴童服饰,儿童雨衣夹克,129.0,7200,119.0,301,191,2384016,北欧风格，环保PU，无缝防雨,http://home.mi.com/shop/detail?gid=103748,20181012 00:00:11,https://img.youpin.mi-img.com/800_pic/d2b3ddf8832b75b7fdb00c9701a643ee.png
母婴亲子,155,婴童服饰,儿童精梳棉提花针织衫,119.0,7200,119.0,301,569,6674463,100%精梳棉，复古印花，保暖舒适,http://home.mi.com/shop/detail?gid=103631,20180920 10:36:04,https://img.youpin.mi-img.com/800_pic/02d74f4e344f6b075f5b91adf82a9466.png
母婴亲子,155,婴童服饰,儿童长颈鹿针织套头衫,119.0,7200,119.0,301,658,7711539,100%精梳棉，防静电抗毛球，卡通立体钩花,http://home.mi.com/shop/detail?gid=103620,20180920 10:35:42,https://img.youpin.mi-img.com/800_pic/8a7e8cf70d2705f85037d9505e4bb002.png
母婴亲子,155,婴童服饰,儿童卡通带帽卫衣,119.0,7200,119.0,301,409,4538808,萌趣印花，保暖舒适，亲肤安全,http://home.mi.com/shop/detail?gid=103547,20180830 16:45:56,https://img.youpin.mi-img.com/800_pic/6e195b540752190116dff2b0b064b377.png
母婴亲子,155,婴童服饰,儿童基础针织休闲裤,99.0,7200,99.0,301,1906,17377635,柔软舒适，保暖透气，时尚百搭,http://home.mi.com/shop/detail?gid=103546,20180910 18:02:22,https://img.youpin.mi-img.com/800_pic/9b1eb59646cc16f4759d41b7bd6d86e4.png
母婴亲子,155,婴童服饰,儿童针织抓绒衣,139.0,7200,139.0,301,1386,17810561,贴身剪裁，柔软舒适，抗静电防毛球,http://home.mi.com/shop/detail?gid=103569,20180903 17:54:14,https://img.youpin.mi-img.com/800_pic/c48d59ffad2e144f66c3e3f7617b9dcc.png
母婴亲子,155,婴童服饰,儿童/成人纳米防污抗菌T恤,79.0,7200,49.0,301,4836,41484016,防污抗菌 | 纳米技术 |百分百棉 | 透气舒适,http://home.mi.com/shop/detail?gid=102550,20181012 00:00:11,http://img.youpin.mi-img.com/800_pic/195af8e0f5da39d28b8b608deb61947c.png
母婴亲子,155,婴童服饰,壹果儿童T恤（2件装）,89.0,7200,89.0,301,869,7636549,轻薄舒适 | 吸汗透气 | 童趣印花,http://home.mi.com/shop/detail?gid=102723,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/1e7c35e0232615beaf6ec5ae2cf7f0a0.png
母婴亲子,155,婴童服饰,温柔童话三角爬服套装,89.0,7200,89.0,301,213,1856684,轻薄舒适 | 吸汗透气 | 童趣印花,http://home.mi.com/shop/detail?gid=102862,20180920 00:34:47,https://img.youpin.mi-img.com/800_pic/c99f89b2438632e8bb50bb744a32d7d2.png
母婴亲子,155,婴童服饰,未来密码有机棉连衣裙,89.0,7200,89.0,301,473,4163414,轻薄舒适 | 裙型挺括 | 素雅印花,http://home.mi.com/shop/detail?gid=102722,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/b064d1192be5ff67fbcbf95f59fadefd.png
母婴亲子,155,婴童服饰,儿童透气防晒皮肤衣,129.0,7200,129.0,301,5097,57908181,"UPF>40, 透气排汗，薄透轻盈",http://home.mi.com/shop/detail?gid=101913,20181008 00:01:25,http://img.youpin.mi-img.com/800_pic/101913_2z7zzzllf5i27.png
母婴亲子,155,婴童服饰,儿童精梳棉内衣套装,99.0,7200,99.0,301,1559,14431891,温暖舒适 | A类标准 | 童趣印花,http://home.mi.com/shop/detail?gid=103192,20180809 22:50:12,https://img.youpin.mi-img.com/800_pic/6cb09224f79c60f9da77d6f289d6d58f.png
母婴亲子,155,婴童服饰,儿童精梳棉提花短袜,29.0,7200,29.0,301,2301,6214022,舒适精梳棉 | 防滑防掉 | 透气排汗,http://home.mi.com/shop/detail?gid=103228,20180905 15:39:04,https://img.youpin.mi-img.com/800_pic/622be01aae73153521b7e3be6c3d7c5c.png
母婴亲子,155,婴童服饰,儿童镂空短袜,29.0,7200,29.0,301,1209,2958679,柔软舒适 | 透气排汗  | 抗菌除臭,http://home.mi.com/shop/detail?gid=103101,20180920 00:34:47,https://img.youpin.mi-img.com/800_pic/dcfa8bb18964d61a1fec5a31d216e85a.png
母婴亲子,155,婴童服饰,儿童斗篷雨衣,99.0,7200,95.0,301,3168,29866363,斗篷造型，柔软轻便，加强防雨，安全反光,http://home.mi.com/shop/detail?gid=101564,20181012 00:00:10,http://img.youpin.mi-img.com/800_pic/101564_52f7721e1bf24b5c58eecbb5afce876c.png
母婴亲子,155,儿童穿戴,霍尼韦尔萌宠Lite(口罩),24.9,7200,19.9,301,774,1489681,亲子设计，高效防护，轻薄低阻，亲肤抗菌,http://home.mi.com/shop/detail?gid=103699,20181015 16:07:26,https://img.youpin.mi-img.com/800_pic/3a2453f42903cb8e36e9e92d9fd1ade6.png
母婴亲子,155,儿童穿戴,米兔儿童电话手表3,599.0,7200,599.0,483,1224,72822492,内置“小爱同学” |  智能识别植物 | 全高清摄像机 IPX7 级防水,http://home.mi.com/shop/detail?gid=103180,20180815 22:33:47,https://img.youpin.mi-img.com/800_pic/f840864b1fa4a10b92ad46763ab0d2dd.png
母婴亲子,155,儿童穿戴,米兔儿童电话手表 2,399.0,7200,379.0,483,1174,46184822,高清彩屏，超长续航，五重定位，前置摄像头,http://home.mi.com/shop/detail?gid=102933,20181016 00:00:07,http://img.youpin.mi-img.com/800_pic/685_bde2594bd8ad9d6fd76278bec5abe5b9.png
母婴亲子,155,儿童穿戴,小寻儿童电话手表 S1,298.0,7200,278.0,301,7687,211875048,充电1次，续航5天,http://home.mi.com/shop/detail?gid=100615,20181013 18:04:03,http://img.youpin.mi-img.com/800_pic/100615_121dbmiizbjdl.png
母婴亲子,155,儿童穿戴,米兔儿童电话手表2C,199.0,7200,199.0,483,1366,26820371,37.8克裸感佩戴 ，高清通话，语音对讲，6重安全定位，多方位安全围栏 ，食品接触级材质，上课防打扰，家长远程控制,http://home.mi.com/shop/detail?gid=102931,20181008 00:00:16,http://img.youpin.mi-img.com/800_pic/101948_3bjsq4npnlgry.png
母婴亲子,155,儿童穿戴,米兔定位电话,169.0,0,169.0,483,1405,22161902,时刻定位，十天超长待机，守护你所爱,http://home.mi.com/shop/detail?gid=102929,20181008 00:00:12,http://img.youpin.mi-img.com/800_pic/278_47da6e3fdf30248ac408eeac47f1f951.png
母婴亲子,155,儿童穿戴,TS儿童防蓝光护目镜,199.0,7200,199.0,300,1659,886143000,50%蓝光阻隔率，防UVA、UVB,http://home.mi.com/shop/detail?gid=100429,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/100429_e6f2a62459af281e67783098eed42ad4.png
母婴亲子,155,儿童穿戴,TS儿童太阳镜,99.0,7200,99.0,301,1752,16291515,阻隔紫外线  呵护幼嫩双眸,http://home.mi.com/shop/detail?gid=102470,20180920 00:34:47,http://img.youpin.mi-img.com/800_pic/102470_011605c0333f58cb0beb072f53df37c9.png
母婴亲子,155,儿童穿戴,Woobi Play儿童清吸口罩,89.0,7200,89.0,301,1836,27319040,呼吸分离，专为儿童设计，便携佩戴,http://home.mi.com/shop/detail?gid=100557,20181010 21:17:34,http://img.youpin.mi-img.com/800_pic/100557_3ed19985317aae5a29774f13266b139b.png
母婴亲子,155,童鞋童包,小扬减负护脊小学生书包,159.0,7200,149.0,301,3855,65578105,一片式好清洗 | 登山包减负系统 | U型大开口,http://home.mi.com/shop/detail?gid=103424,20181015 14:26:45,https://img.youpin.mi-img.com/800_pic/071de18df7624a7e4cd93abbe502b53a.png
母婴亲子,155,童鞋童包,米兔儿童书包,249.0,7200,199.0,483,1330,29883357,多功能轻量化，减压背负，婴幼儿 A 类面料，3M反光条,http://home.mi.com/shop/detail?gid=102932,20181016 00:00:06,http://img.youpin.mi-img.com/800_pic/835_d7cbfa1b6879f3d8f4a45b5c49bae12c.png
母婴亲子,155,童鞋童包,小扬1-4年级减负护脊学生书包,229.0,7200,219.0,301,908,18165155,减负护脊 | 呵护成长,http://home.mi.com/shop/detail?gid=102485,20181015 14:29:27,https://img.youpin.mi-img.com/800_pic/0fab2bcebb0156e5070c7a792cd4b91e.png
母婴亲子,155,童鞋童包,小扬一体开合1-6年级减负书包,189.0,7200,179.0,301,4164,72466604,减负护脊 | 轻松上学,http://home.mi.com/shop/detail?gid=102509,20181015 14:27:54,https://img.youpin.mi-img.com/800_pic/96e020ad31bfd22c00293c4c54bab621.png
母婴亲子,155,童鞋童包,小怪兽3D压模护脊幼儿书包,89.0,7200,89.0,301,692,5539493,轻量化包体，减负护脊，安全面料,http://home.mi.com/shop/detail?gid=102104,20181015 14:29:54,https://img.youpin.mi-img.com/800_pic/150b82887575d3e65b50b6b9e04703f8.png
母婴亲子,155,童鞋童包,小扬减负护脊幼儿园书包,79.0,7200,79.0,301,4252,890784050,一片式好清洗，轻量化包体，减负护脊，安全面料,http://home.mi.com/shop/detail?gid=100333,20181015 14:32:32,https://img.youpin.mi-img.com/800_pic/bdabff73401e6d94b9e689edd1fef4dc.png
母婴亲子,155,童鞋童包,小寻爆米花网孔儿童运动鞋,149.0,7200,129.0,301,5883,77293823,吸汗排湿，回弹缓震护足膝，袜套跟脚设计，必备潮品,http://home.mi.com/shop/detail?gid=102103,20181012 00:00:10,http://img.youpin.mi-img.com/800_pic/102103_1af3727e4a38e1a75b201675de4a39ea.png
母婴亲子,155,童鞋童包,小寻爆米花儿童运动鞋,199.0,7200,179.0,301,2450,45357165,回弹减震，防滑耐磨，呵护足部发育,http://home.mi.com/shop/detail?gid=101363,20181012 00:00:11,http://img.youpin.mi-img.com/800_pic/101363_3l7fpqf0jdaf1.png
母婴亲子,155,童鞋童包,FREETIE 儿童运动鞋,129.0,7200,109.0,301,2756,32425548,弹力鱼骨锁紧系统，防踢鞋头，仿生鞋底结构设计,http://home.mi.com/shop/detail?gid=101759,20181012 00:00:11,http://img.youpin.mi-img.com/800_pic/101759_af23b83105d5f3448011dcd124cddd54.png
母婴亲子,155,童鞋童包,米兔拉杆箱,349.0,3600,349.0,483,126,4397400,坚固小巧，创新收纳分区，顺滑静音万向轮，赠DIY贴纸,http://home.mi.com/shop/detail?gid=103777,20181009 18:24:18,https://img.youpin.mi-img.com/800_pic/6b810d2cb8fc6d8cc25297c8810128d9.png
母婴亲子,155,童鞋童包,稚行趣萌小耳朵拉杆箱,369.0,7200,369.0,301,1194,39287511,DIY贴纸，独家小耳朵，马卡龙色，德国拜耳PC,http://home.mi.com/shop/detail?gid=102112,20181008 00:00:17,http://img.youpin.mi-img.com/800_pic/102112_facbd7257de59548b452e16986e10b28.png
母婴亲子,155,童鞋童包,小扬多功能大开口奶爸包,159.0,7200,149.0,301,2149,31788318,安全面料，方形大开口，内置保温袋，解放双手,http://home.mi.com/shop/detail?gid=102013,20181015 14:30:36,https://img.youpin.mi-img.com/800_pic/6f3d10999ba6fb6363d595da7d53efbf.png
母婴亲子,155,童鞋童包,独角兽双肩包,99.0,7200,99.0,301,1446,13193224,轻量减负，速开拉链易取物，柔软透气，安全面料,http://home.mi.com/shop/detail?gid=101766,20181012 19:06:51,http://img.youpin.mi-img.com/800_pic/101766_2ds01iizs3h74.png
母婴亲子,155,喂养,精灵鸟儿童智能保温杯,199.0,7200,199.0,301,1390,25139137,饮水记录，声光互动，达标奖励，饮水播报,http://home.mi.com/shop/detail?gid=103695,20181005 10:00:00,https://img.youpin.mi-img.com/800_pic/39363a1cd9aa02b043710bfc72e59be6.png
母婴亲子,155,喂养,婴儿挤压果蔬乐,39.0,7200,39.0,301,570,2167851,奶嘴级硅胶 | 柔软易挤 |双套网袋 | 锻炼协调能力,http://home.mi.com/shop/detail?gid=103607,20181008 18:33:07,https://img.youpin.mi-img.com/800_pic/413e638260537d5102ccd9d361f6598f.png
母婴亲子,155,喂养,kalar学饮杯,56.0,7200,45.0,301,472,2552198,材质安全 | 360°畅饮  | 咬合吸水 | 防漏防呛,http://home.mi.com/shop/detail?gid=103592,20181015 19:33:15,https://img.youpin.mi-img.com/800_pic/75e792021c907544b8b27557b6fdefec.png
