归属省份,中文名,adcode
安徽省,旌德县,341825
安徽省,宁国市,341881
福建省,鼓楼区,350102
福建省,台江区,350103
福建省,仓山区,350104
福建省,马尾区,350105
福建省,晋安区,350111
福建省,长乐区,350112
福建省,闽侯县,350121
福建省,连江县,350122
福建省,罗源县,350123
福建省,闽清县,350124
福建省,永泰县,350125
福建省,平潭县,350128
福建省,福清市,350181
福建省,思明区,350203
福建省,海沧区,350205
福建省,湖里区,350206
福建省,集美区,350211
福建省,同安区,350212
福建省,翔安区,350213
福建省,城厢区,350302
福建省,涵江区,350303
福建省,荔城区,350304
福建省,秀屿区,350305
福建省,仙游县,350322
福建省,梅列区,350402
福建省,三元区,350403
福建省,明溪县,350421
福建省,清流县,350423
福建省,宁化县,350424
福建省,大田县,350425
福建省,尤溪县,350426
福建省,沙县,350427
福建省,将乐县,350428
福建省,泰宁县,350429
福建省,建宁县,350430
福建省,永安市,350481
福建省,鲤城区,350502
福建省,丰泽区,350503
福建省,洛江区,350504
福建省,泉港区,350505
福建省,惠安县,350521
福建省,安溪县,350524
福建省,永春县,350525
福建省,德化县,350526
福建省,金门县,350527
福建省,石狮市,350581
福建省,晋江市,350582
福建省,南安市,350583
福建省,芗城区,350602
福建省,龙文区,350603
福建省,云霄县,350622
福建省,漳浦县,350623
福建省,诏安县,350624
福建省,长泰县,350625
福建省,东山县,350626
福建省,南靖县,350627
福建省,平和县,350628
福建省,华安县,350629
福建省,龙海市,350681
福建省,延平区,350702
福建省,建阳区,350703
福建省,顺昌县,350721
福建省,浦城县,350722
福建省,光泽县,350723
福建省,松溪县,350724
福建省,政和县,350725
福建省,邵武市,350781
福建省,武夷山市,350782
福建省,建瓯市,350783
福建省,新罗区,350802
福建省,永定区,350803
福建省,长汀县,350821
福建省,上杭县,350823
福建省,武平县,350824
福建省,连城县,350825
福建省,漳平市,350881
福建省,蕉城区,350902
福建省,霞浦县,350921
福建省,古田县,350922
福建省,屏南县,350923
福建省,寿宁县,350924
福建省,周宁县,350925
福建省,柘荣县,350926
福建省,福安市,350981
福建省,福鼎市,350982
江西省,东湖区,360102
江西省,西湖区,360103
江西省,青云谱区,360104
江西省,湾里区,360105
江西省,青山湖区,360111
江西省,新建区,360112
江西省,南昌县,360121
江西省,安义县,360123
江西省,进贤县,360124
江西省,昌江区,360202
江西省,珠山区,360203
江西省,浮梁县,360222
江西省,乐平市,360281
江西省,安源区,360302
江西省,湘东区,360313
江西省,莲花县,360321
江西省,上栗县,360322
江西省,芦溪县,360323
江西省,濂溪区,360402
江西省,浔阳区,360403
江西省,柴桑区,360404
江西省,武宁县,360423
江西省,修水县,360424
江西省,永修县,360425
江西省,德安县,360426
江西省,都昌县,360428
江西省,湖口县,360429
江西省,彭泽县,360430
江西省,瑞昌市,360481
江西省,共青城市,360482
江西省,庐山市,360483
江西省,渝水区,360502
江西省,分宜县,360521
江西省,月湖区,360602
江西省,余江县,360622
江西省,贵溪市,360681
江西省,章贡区,360702
江西省,南康区,360703
江西省,赣县区,360704
江西省,信丰县,360722
江西省,大余县,360723
江西省,上犹县,360724
江西省,崇义县,360725
江西省,安远县,360726
江西省,龙南县,360727
江西省,定南县,360728
江西省,全南县,360729
江西省,宁都县,360730
江西省,于都县,360731
江西省,兴国县,360732
江西省,会昌县,360733
江西省,寻乌县,360734
江西省,石城县,360735
江西省,瑞金市,360781
江西省,吉州区,360802
江西省,青原区,360803
江西省,吉安县,360821
江西省,吉水县,360822
江西省,峡江县,360823
江西省,新干县,360824
江西省,永丰县,360825
江西省,泰和县,360826
江西省,遂川县,360827
江西省,万安县,360828
江西省,安福县,360829
江西省,永新县,360830
江西省,井冈山市,360881
江西省,袁州区,360902
江西省,奉新县,360921
江西省,万载县,360922
江西省,上高县,360923
江西省,宜丰县,360924
江西省,靖安县,360925
江西省,铜鼓县,360926
江西省,丰城市,360981
江西省,樟树市,360982
江西省,高安市,360983
江西省,临川区,361002
江西省,东乡区,361003
江西省,南城县,361021
江西省,黎川县,361022
江西省,南丰县,361023
江西省,崇仁县,361024
江西省,乐安县,361025
江西省,宜黄县,361026
江西省,金溪县,361027
江西省,资溪县,361028
江西省,广昌县,361030
江西省,信州区,361102
江西省,广丰区,361103
江西省,广信区,361121
江西省,玉山县,361123
江西省,铅山县,361124
江西省,横峰县,361125
江西省,弋阳县,361126
江西省,余干县,361127
江西省,鄱阳县,361128
江西省,万年县,361129
江西省,婺源县,361130
江西省,德兴市,361181
山东省,历下区,370102
山东省,市中区,370103
山东省,槐荫区,370104
山东省,天桥区,370105
山东省,历城区,370112
山东省,长清区,370113
山东省,章丘区,370114
山东省,平阴县,370124
山东省,济阳县,370125
山东省,商河县,370126
山东省,市南区,370202
山东省,市北区,370203
山东省,黄岛区,370211
山东省,崂山区,370212
山东省,李沧区,370213
山东省,城阳区,370214
山东省,即墨区,370215
山东省,胶州市,370281
山东省,平度市,370283
山东省,莱西市,370285
山东省,淄川区,370302
山东省,张店区,370303
山东省,博山区,370304
山东省,临淄区,370305
山东省,周村区,370306
山东省,桓台县,370321
山东省,高青县,370322
山东省,沂源县,370323
山东省,市中区,370402
山东省,薛城区,370403
山东省,峄城区,370404
山东省,台儿庄区,370405
山东省,山亭区,370406
山东省,滕州市,370481
山东省,东营区,370502
山东省,河口区,370503
山东省,垦利区,370505
山东省,利津县,370522
山东省,广饶县,370523
山东省,芝罘区,370602
山东省,福山区,370611
山东省,牟平区,370612
山东省,莱山区,370613
山东省,长岛县,370634
山东省,龙口市,370681
山东省,莱阳市,370682
山东省,莱州市,370683
山东省,蓬莱市,370684
山东省,招远市,370685
山东省,栖霞市,370686
山东省,海阳市,370687
山东省,潍城区,370702
山东省,寒亭区,370703
山东省,坊子区,370704
山东省,奎文区,370705
山东省,临朐县,370724
山东省,昌乐县,370725
山东省,青州市,370781
山东省,诸城市,370782
山东省,寿光市,370783
山东省,安丘市,370784
山东省,高密市,370785
山东省,昌邑市,370786
山东省,任城区,370811
山东省,兖州区,370812
山东省,微山县,370826
山东省,鱼台县,370827
山东省,金乡县,370828
山东省,嘉祥县,370829
山东省,汶上县,370830
山东省,泗水县,370831
山东省,梁山县,370832
山东省,曲阜市,370881
山东省,邹城市,370883
山东省,泰山区,370902
山东省,岱岳区,370911
山东省,宁阳县,370921
山东省,东平县,370923
山东省,新泰市,370982
山东省,肥城市,370983
山东省,环翠区,371002
山东省,文登区,371003
山东省,荣成市,371082
山东省,乳山市,371083
山东省,东港区,371102
山东省,岚山区,371103
山东省,五莲县,371121
山东省,莒县,371122
山东省,莱城区,371202
山东省,钢城区,371203
山东省,兰山区,371302
山东省,罗庄区,371311
山东省,河东区,371312
山东省,沂南县,371321
山东省,郯城县,371322
山东省,沂水县,371323
山东省,兰陵县,371324
山东省,费县,371325
山东省,平邑县,371326
山东省,莒南县,371327
山东省,蒙阴县,371328
山东省,临沭县,371329
山东省,德城区,371402
山东省,陵城区,371403
山东省,宁津县,371422
山东省,庆云县,371423
山东省,临邑县,371424
山东省,齐河县,371425
山东省,平原县,371426
山东省,夏津县,371427
山东省,武城县,371428
山东省,乐陵市,371481
山东省,禹城市,371482
山东省,东昌府区,371502
山东省,阳谷县,371521
山东省,莘县,371522
山东省,茌平县,371523
山东省,东阿县,371524
山东省,冠县,371525
山东省,高唐县,371526
山东省,临清市,371581
山东省,滨城区,371602
山东省,沾化区,371603
山东省,惠民县,371621
山东省,阳信县,371622
山东省,无棣县,371623
山东省,博兴县,371625
山东省,邹平县,371626
山东省,牡丹区,371702
山东省,定陶区,371703
山东省,曹县,371721
山东省,单县,371722
山东省,成武县,371723
山东省,巨野县,371724
山东省,郓城县,371725
山东省,鄄城县,371726
山东省,东明县,371728
河南省,中原区,410102
河南省,二七区,410103
河南省,管城回族区,410104
河南省,金水区,410105
河南省,上街区,410106
河南省,惠济区,410108
河南省,中牟县,410122
河南省,巩义市,410181
河南省,荥阳市,410182
河南省,新密市,410183
河南省,新郑市,410184
河南省,登封市,410185
河南省,龙亭区,410202
河南省,顺河回族区,410203
河南省,鼓楼区,410204
河南省,禹王台区,410205
河南省,祥符区,410212
河南省,杞县,410221
河南省,通许县,410222
河南省,尉氏县,410223
河南省,兰考县,410225
河南省,老城区,410302
河南省,西工区,410303
河南省,瀍河回族区,410304
河南省,涧西区,410305
河南省,吉利区,410306
河南省,洛龙区,410311
河南省,孟津县,410322
河南省,新安县,410323
河南省,栾川县,410324
河南省,嵩县,410325
河南省,汝阳县,410326
河南省,宜阳县,410327
河南省,洛宁县,410328
河南省,伊川县,410329
河南省,偃师市,410381
河南省,新华区,410402
河南省,卫东区,410403
河南省,石龙区,410404
河南省,湛河区,410411
河南省,宝丰县,410421
河南省,叶县,410422
河南省,鲁山县,410423
河南省,郏县,410425
河南省,舞钢市,410481
河南省,汝州市,410482
河南省,文峰区,410502
河南省,北关区,410503
河南省,殷都区,410505
河南省,龙安区,410506
河南省,安阳县,410522
河南省,汤阴县,410523
河南省,滑县,410526
河南省,内黄县,410527
河南省,林州市,410581
河南省,鹤山区,410602
河南省,山城区,410603
河南省,淇滨区,410611
河南省,浚县,410621
河南省,淇县,410622
河南省,红旗区,410702
河南省,卫滨区,410703
河南省,凤泉区,410704
河南省,牧野区,410711
河南省,新乡县,410721
河南省,获嘉县,410724
河南省,原阳县,410725
河南省,延津县,410726
河南省,封丘县,410727
河南省,长垣县,410728
河南省,卫辉市,410781
河南省,辉县市,410782
河南省,解放区,410802
河南省,中站区,410803
河南省,马村区,410804
河南省,山阳区,410811
河南省,修武县,410821
河南省,博爱县,410822
河南省,武陟县,410823
河南省,温县,410825
河南省,沁阳市,410882
河南省,孟州市,410883
河南省,华龙区,410902
河南省,清丰县,410922
河南省,南乐县,410923
河南省,范县,410926
河南省,台前县,410927
河南省,濮阳县,410928
河南省,魏都区,411002
河南省,建安区,411003
河南省,鄢陵县,411024
河南省,襄城县,411025
河南省,禹州市,411081
河南省,长葛市,411082
河南省,源汇区,411102
河南省,郾城区,411103
河南省,召陵区,411104
河南省,舞阳县,411121
河南省,临颍县,411122
河南省,湖滨区,411202
河南省,陕州区,411203
河南省,渑池县,411221
河南省,卢氏县,411224
河南省,义马市,411281
河南省,灵宝市,411282
河南省,宛城区,411302
河南省,卧龙区,411303
河南省,南召县,411321
河南省,方城县,411322
河南省,西峡县,411323
河南省,镇平县,411324
河南省,内乡县,411325
河南省,淅川县,411326
河南省,社旗县,411327
河南省,唐河县,411328
河南省,新野县,411329
河南省,桐柏县,411330
河南省,邓州市,411381
河南省,梁园区,411402
河南省,睢阳区,411403
河南省,民权县,411421
河南省,睢县,411422
河南省,宁陵县,411423
河南省,柘城县,411424
河南省,虞城县,411425
河南省,夏邑县,411426
河南省,永城市,411481
河南省,浉河区,411502
河南省,平桥区,411503
河南省,罗山县,411521
河南省,光山县,411522
河南省,新县,411523
河南省,商城县,411524
河南省,固始县,411525
河南省,潢川县,411526
河南省,淮滨县,411527
河南省,息县,411528
河南省,川汇区,411602
河南省,扶沟县,411621
河南省,西华县,411622
河南省,商水县,411623
河南省,沈丘县,411624
河南省,郸城县,411625
河南省,淮阳县,411626
河南省,太康县,411627
河南省,鹿邑县,411628
河南省,项城市,411681
河南省,驿城区,411702
河南省,西平县,411721
河南省,上蔡县,411722
河南省,平舆县,411723
河南省,正阳县,411724
河南省,确山县,411725
河南省,泌阳县,411726
河南省,汝南县,411727
河南省,遂平县,411728
河南省,新蔡县,411729
河南省,济源市,419001
湖北省,江岸区,420102
湖北省,江汉区,420103
湖北省,硚口区,420104
湖北省,汉阳区,420105
湖北省,武昌区,420106
湖北省,青山区,420107
湖北省,洪山区,420111
湖北省,东西湖区,420112
湖北省,汉南区,420113
湖北省,蔡甸区,420114
湖北省,江夏区,420115
湖北省,黄陂区,420116
湖北省,新洲区,420117
湖北省,黄石港区,420202
湖北省,西塞山区,420203
湖北省,下陆区,420204
湖北省,铁山区,420205
湖北省,阳新县,420222
湖北省,大冶市,420281
湖北省,茅箭区,420302
湖北省,张湾区,420303
湖北省,郧阳区,420304
湖北省,郧西县,420322
湖北省,竹山县,420323
湖北省,竹溪县,420324
湖北省,房县,420325
湖北省,丹江口市,420381
湖北省,西陵区,420502
湖北省,伍家岗区,420503
湖北省,点军区,420504
湖北省,猇亭区,420505
湖北省,夷陵区,420506
湖北省,远安县,420525
湖北省,兴山县,420526
湖北省,秭归县,420527
湖北省,长阳土家族自治县,420528
湖北省,五峰土家族自治县,420529
湖北省,宜都市,420581
湖北省,当阳市,420582
湖北省,枝江市,420583
湖北省,襄城区,420602
湖北省,樊城区,420606
湖北省,襄州区,420607
湖北省,南漳县,420624
湖北省,谷城县,420625
湖北省,保康县,420626
湖北省,老河口市,420682
湖北省,枣阳市,420683
湖北省,宜城市,420684
湖北省,梁子湖区,420702
湖北省,华容区,420703
湖北省,鄂城区,420704
湖北省,东宝区,420802
湖北省,掇刀区,420804
湖北省,京山县,420821
湖北省,沙洋县,420822
湖北省,钟祥市,420881
湖北省,孝南区,420902
湖北省,孝昌县,420921
湖北省,大悟县,420922
湖北省,云梦县,420923
湖北省,应城市,420981
湖北省,安陆市,420982
湖北省,汉川市,420984
湖北省,沙市区,421002
湖北省,荆州区,421003
湖北省,公安县,421022
湖北省,监利县,421023
湖北省,江陵县,421024
湖北省,石首市,421081
湖北省,洪湖市,421083
湖北省,松滋市,421087
湖北省,黄州区,421102
湖北省,团风县,421121
湖北省,红安县,421122
湖北省,罗田县,421123
湖北省,英山县,421124
湖北省,浠水县,421125
湖北省,蕲春县,421126
湖北省,黄梅县,421127
湖北省,麻城市,421181
湖北省,武穴市,421182
湖北省,咸安区,421202
湖北省,嘉鱼县,421221
湖北省,通城县,421222
湖北省,崇阳县,421223
湖北省,通山县,421224
湖北省,赤壁市,421281
湖北省,曾都区,421303
湖北省,随县,421321
湖北省,广水市,421381
湖北省,恩施市,422801
湖北省,利川市,422802
湖北省,建始县,422822
湖北省,巴东县,422823
湖北省,宣恩县,422825
湖北省,咸丰县,422826
湖北省,来凤县,422827
湖北省,鹤峰县,422828
湖北省,仙桃市,429004
湖北省,潜江市,429005
湖北省,天门市,429006
湖北省,神农架林区,429021
湖南省,芙蓉区,430102
湖南省,天心区,430103
湖南省,岳麓区,430104
湖南省,开福区,430105
湖南省,雨花区,430111
湖南省,望城区,430112
湖南省,长沙县,430121
湖南省,浏阳市,430181
湖南省,宁乡市,430182
湖南省,荷塘区,430202
湖南省,芦淞区,430203
湖南省,石峰区,430204
湖南省,天元区,430211
湖南省,株洲县,430221
湖南省,攸县,430223
湖南省,茶陵县,430224
湖南省,炎陵县,430225
湖南省,醴陵市,430281
湖南省,雨湖区,430302
湖南省,岳塘区,430304
湖南省,湘潭县,430321
湖南省,湘乡市,430381
湖南省,韶山市,430382
湖南省,珠晖区,430405
湖南省,雁峰区,430406
湖南省,石鼓区,430407
湖南省,蒸湘区,430408
湖南省,南岳区,430412
湖南省,衡阳县,430421
湖南省,衡南县,430422
湖南省,衡山县,430423
湖南省,衡东县,430424
湖南省,祁东县,430426
湖南省,耒阳市,430481
湖南省,常宁市,430482
湖南省,双清区,430502
湖南省,大祥区,430503
湖南省,北塔区,430511
湖南省,邵东县,430521
湖南省,新邵县,430522
湖南省,邵阳县,430523
湖南省,隆回县,430524
湖南省,洞口县,430525
湖南省,绥宁县,430527
湖南省,新宁县,430528
湖南省,城步苗族自治县,430529
湖南省,武冈市,430581
湖南省,岳阳楼区,430602
湖南省,云溪区,430603
湖南省,君山区,430611
湖南省,岳阳县,430621
湖南省,华容县,430623
湖南省,湘阴县,430624
湖南省,平江县,430626
湖南省,汨罗市,430681
湖南省,临湘市,430682
湖南省,武陵区,430702
湖南省,鼎城区,430703
湖南省,安乡县,430721
湖南省,汉寿县,430722
湖南省,澧县,430723
湖南省,临澧县,430724
湖南省,桃源县,430725
湖南省,石门县,430726
湖南省,津市市,430781
湖南省,永定区,430802
湖南省,武陵源区,430811
湖南省,慈利县,430821
湖南省,桑植县,430822
湖南省,资阳区,430902
湖南省,赫山区,430903
湖南省,南县,430921
湖南省,桃江县,430922
湖南省,安化县,430923
湖南省,沅江市,430981
湖南省,北湖区,431002
湖南省,苏仙区,431003
湖南省,桂阳县,431021
湖南省,宜章县,431022
湖南省,永兴县,431023
湖南省,嘉禾县,431024
湖南省,临武县,431025
湖南省,汝城县,431026
湖南省,桂东县,431027
湖南省,安仁县,431028
湖南省,资兴市,431081
湖南省,零陵区,431102
湖南省,冷水滩区,431103
湖南省,祁阳县,431121
湖南省,东安县,431122
湖南省,双牌县,431123
湖南省,道县,431124
湖南省,江永县,431125
湖南省,宁远县,431126
湖南省,蓝山县,431127
湖南省,新田县,431128
湖南省,江华瑶族自治县,431129
湖南省,鹤城区,431202
湖南省,中方县,431221
湖南省,沅陵县,431222
湖南省,辰溪县,431223
湖南省,溆浦县,431224
湖南省,会同县,431225
湖南省,麻阳苗族自治县,431226
湖南省,新晃侗族自治县,431227
湖南省,芷江侗族自治县,431228
湖南省,靖州苗族侗族自治县,431229
湖南省,通道侗族自治县,431230
湖南省,洪江市,431281
湖南省,娄星区,431302
湖南省,双峰县,431321
湖南省,新化县,431322
湖南省,冷水江市,431381
湖南省,涟源市,431382
湖南省,吉首市,433101
湖南省,泸溪县,433122
湖南省,凤凰县,433123
湖南省,花垣县,433124
湖南省,保靖县,433125
湖南省,古丈县,433126
湖南省,永顺县,433127
湖南省,龙山县,433130
广东省,荔湾区,440103
广东省,越秀区,440104
广东省,海珠区,440105
广东省,天河区,440106
广东省,白云区,440111
广东省,黄埔区,440112
广东省,番禺区,440113
广东省,花都区,440114
广东省,南沙区,440115
广东省,从化区,440117
广东省,增城区,440118
广东省,武江区,440203
广东省,浈江区,440204
广东省,曲江区,440205
广东省,始兴县,440222
广东省,仁化县,440224
广东省,翁源县,440229
广东省,乳源瑶族自治县,440232
广东省,新丰县,440233
广东省,乐昌市,440281
广东省,南雄市,440282
广东省,罗湖区,440303
广东省,福田区,440304
广东省,南山区,440305
广东省,宝安区,440306
广东省,龙岗区,440307
广东省,盐田区,440308
广东省,龙华区,440309
广东省,坪山区,440310
广东省,香洲区,440402
广东省,斗门区,440403
广东省,金湾区,440404
广东省,龙湖区,440507
广东省,金平区,440511
广东省,濠江区,440512
广东省,潮阳区,440513
广东省,潮南区,440514
广东省,澄海区,440515
广东省,南澳县,440523
广东省,禅城区,440604
广东省,南海区,440605
广东省,顺德区,440606
广东省,三水区,440607
广东省,高明区,440608
广东省,蓬江区,440703
广东省,江海区,440704
广东省,新会区,440705
广东省,台山市,440781
广东省,开平市,440783
广东省,鹤山市,440784
广东省,恩平市,440785
广东省,赤坎区,440802
广东省,霞山区,440803
广东省,坡头区,440804
广东省,麻章区,440811
广东省,遂溪县,440823
广东省,徐闻县,440825
广东省,廉江市,440881
广东省,雷州市,440882
广东省,吴川市,440883
广东省,茂南区,440902
广东省,电白区,440904
广东省,高州市,440981
广东省,化州市,440982
广东省,信宜市,440983
广东省,端州区,441202
广东省,鼎湖区,441203
广东省,高要区,441204
广东省,广宁县,441223
广东省,怀集县,441224
广东省,封开县,441225
广东省,德庆县,441226
广东省,四会市,441284
广东省,惠城区,441302
广东省,惠阳区,441303
广东省,博罗县,441322
广东省,惠东县,441323
广东省,龙门县,441324
广东省,梅江区,441402
广东省,梅县区,441403
广东省,大埔县,441422
广东省,丰顺县,441423
广东省,五华县,441424
广东省,平远县,441426
广东省,蕉岭县,441427
广东省,兴宁市,441481
广东省,城区,441502
广东省,海丰县,441521
广东省,陆河县,441523
广东省,陆丰市,441581
广东省,源城区,441602
广东省,紫金县,441621
广东省,龙川县,441622
广东省,连平县,441623
广东省,和平县,441624
广东省,东源县,441625
广东省,江城区,441702
广东省,阳东区,441704
广东省,阳西县,441721
广东省,阳春市,441781
广东省,清城区,441802
广东省,清新区,441803
广东省,佛冈县,441821
广东省,阳山县,441823
广东省,连山壮族瑶族自治县,441825
广东省,连南瑶族自治县,441826
广东省,英德市,441881
广东省,连州市,441882
广东省,湘桥区,445102
广东省,潮安区,445103
广东省,饶平县,445122
广东省,榕城区,445202
广东省,揭东区,445203
广东省,揭西县,445222
广东省,惠来县,445224
广东省,普宁市,445281
广东省,云城区,445302
广东省,云安区,445303
广东省,新兴县,445321
广东省,郁南县,445322
广东省,罗定市,445381
广西壮族自治区,兴宁区,450102
广西壮族自治区,青秀区,450103
广西壮族自治区,江南区,450105
广西壮族自治区,西乡塘区,450107
广西壮族自治区,良庆区,450108
广西壮族自治区,邕宁区,450109
广西壮族自治区,武鸣区,450110
广西壮族自治区,隆安县,450123
广西壮族自治区,马山县,450124
广西壮族自治区,上林县,450125
广西壮族自治区,宾阳县,450126
广西壮族自治区,横县,450127
广西壮族自治区,城中区,450202
广西壮族自治区,鱼峰区,450203
广西壮族自治区,柳南区,450204
广西壮族自治区,柳北区,450205
广西壮族自治区,柳江区,450206
广西壮族自治区,柳城县,450222
广西壮族自治区,鹿寨县,450223
广西壮族自治区,融安县,450224
广西壮族自治区,融水苗族自治县,450225
广西壮族自治区,三江侗族自治县,450226
广西壮族自治区,秀峰区,450302
广西壮族自治区,叠彩区,450303
广西壮族自治区,象山区,450304
广西壮族自治区,七星区,450305
广西壮族自治区,雁山区,450311
广西壮族自治区,临桂区,450312
广西壮族自治区,阳朔县,450321
广西壮族自治区,灵川县,450323
广西壮族自治区,全州县,450324
广西壮族自治区,兴安县,450325
广西壮族自治区,永福县,450326
广西壮族自治区,灌阳县,450327
广西壮族自治区,龙胜各族自治县,450328
广西壮族自治区,资源县,450329
广西壮族自治区,平乐县,450330
广西壮族自治区,荔浦县,450331
广西壮族自治区,恭城瑶族自治县,450332
广西壮族自治区,万秀区,450403
广西壮族自治区,长洲区,450405
广西壮族自治区,龙圩区,450406
广西壮族自治区,苍梧县,450421
广西壮族自治区,藤县,450422
广西壮族自治区,蒙山县,450423
广西壮族自治区,岑溪市,450481
广西壮族自治区,海城区,450502
广西壮族自治区,银海区,450503
广西壮族自治区,铁山港区,450512
广西壮族自治区,合浦县,450521
广西壮族自治区,港口区,450602
广西壮族自治区,防城区,450603
广西壮族自治区,上思县,450621
广西壮族自治区,东兴市,450681
广西壮族自治区,钦南区,450702
广西壮族自治区,钦北区,450703
广西壮族自治区,灵山县,450721
广西壮族自治区,浦北县,450722
广西壮族自治区,港北区,450802
广西壮族自治区,港南区,450803
广西壮族自治区,覃塘区,450804
广西壮族自治区,平南县,450821
广西壮族自治区,桂平市,450881
广西壮族自治区,玉州区,450902
广西壮族自治区,福绵区,450903
广西壮族自治区,容县,450921
广西壮族自治区,陆川县,450922
广西壮族自治区,博白县,450923
广西壮族自治区,兴业县,450924
广西壮族自治区,北流市,450981
广西壮族自治区,右江区,451002
广西壮族自治区,田阳区,451021
广西壮族自治区,田东县,451022
广西壮族自治区,平果县,451023
广西壮族自治区,德保县,451024
广西壮族自治区,那坡县,451026
广西壮族自治区,凌云县,451027
广西壮族自治区,乐业县,451028
广西壮族自治区,田林县,451029
广西壮族自治区,西林县,451030
广西壮族自治区,隆林各族自治县,451031
广西壮族自治区,靖西市,451081
广西壮族自治区,八步区,451102
广西壮族自治区,平桂区,451103
广西壮族自治区,昭平县,451121
广西壮族自治区,钟山县,451122
广西壮族自治区,富川瑶族自治县,451123
广西壮族自治区,金城江区,451202
广西壮族自治区,宜州区,451203
广西壮族自治区,南丹县,451221
广西壮族自治区,天峨县,451222
广西壮族自治区,凤山县,451223
广西壮族自治区,东兰县,451224
广西壮族自治区,罗城仫佬族自治县,451225
广西壮族自治区,环江毛南族自治县,451226
广西壮族自治区,巴马瑶族自治县,451227
广西壮族自治区,都安瑶族自治县,451228
广西壮族自治区,大化瑶族自治县,451229
广西壮族自治区,兴宾区,451302
广西壮族自治区,忻城县,451321
广西壮族自治区,象州县,451322
广西壮族自治区,武宣县,451323
广西壮族自治区,金秀瑶族自治县,451324
广西壮族自治区,合山市,451381
广西壮族自治区,江州区,451402
广西壮族自治区,扶绥县,451421
广西壮族自治区,宁明县,451422
广西壮族自治区,龙州县,451423
广西壮族自治区,大新县,451424
广西壮族自治区,天等县,451425
广西壮族自治区,凭祥市,451481
海南省,秀英区,460105
海南省,龙华区,460106
海南省,琼山区,460107
海南省,美兰区,460108
海南省,海棠区,460202
海南省,吉阳区,460203
海南省,天涯区,460204
海南省,崖州区,460205
海南省,五指山市,469001
海南省,琼海市,469002
海南省,文昌市,469005
海南省,万宁市,469006
海南省,东方市,469007
海南省,定安县,469021
海南省,屯昌县,469022
海南省,澄迈县,469023
海南省,临高县,469024
海南省,白沙黎族自治县,469025
海南省,昌江黎族自治县,469026
海南省,乐东黎族自治县,469027
海南省,陵水黎族自治县,469028
海南省,保亭黎族苗族自治县,469029
海南省,琼中黎族苗族自治县,469030
重庆市,万州区,500101
重庆市,涪陵区,500102
重庆市,渝中区,500103
重庆市,大渡口区,500104
重庆市,江北区,500105
重庆市,沙坪坝区,500106
重庆市,九龙坡区,500107
重庆市,南岸区,500108
重庆市,北碚区,500109
重庆市,綦江区,500110
重庆市,大足区,500111
重庆市,渝北区,500112
重庆市,巴南区,500113
重庆市,黔江区,500114
重庆市,长寿区,500115
重庆市,江津区,500116
重庆市,合川区,500117
重庆市,永川区,500118
重庆市,南川区,500119
重庆市,璧山区,500120
重庆市,铜梁区,500151
重庆市,潼南区,500152
重庆市,荣昌区,500153
重庆市,开州区,500154
重庆市,梁平区,500155
重庆市,武隆区,500156
重庆市,重庆市郊县,500200
重庆市,城口县,500229
重庆市,丰都县,500230
重庆市,垫江县,500231
重庆市,忠县,500233
重庆市,云阳县,500235
重庆市,奉节县,500236
重庆市,巫山县,500237
重庆市,巫溪县,500238
重庆市,石柱土家族自治县,500240
重庆市,秀山土家族苗族自治县,500241
重庆市,酉阳土家族苗族自治县,500242
重庆市,彭水苗族土家族自治县,500243
四川省,锦江区,510104
四川省,青羊区,510105
四川省,金牛区,510106
四川省,武侯区,510107
四川省,成华区,510108
四川省,龙泉驿区,510112
四川省,青白江区,510113
四川省,新都区,510114
四川省,温江区,510115
四川省,双流区,510116
四川省,郫都区,510117
四川省,金堂县,510121
四川省,大邑县,510129
四川省,蒲江县,510131
四川省,新津县,510132
四川省,都江堰市,510181
四川省,彭州市,510182
四川省,邛崃市,510183
四川省,崇州市,510184
四川省,简阳市,510185
四川省,自流井区,510302
四川省,贡井区,510303
四川省,大安区,510304
四川省,沿滩区,510311
四川省,荣县,510321
四川省,富顺县,510322
四川省,东区,510402
四川省,西区,510403
四川省,仁和区,510411
四川省,米易县,510421
四川省,盐边县,510422
四川省,江阳区,510502
四川省,纳溪区,510503
四川省,龙马潭区,510504
四川省,泸县,510521
四川省,合江县,510522
四川省,叙永县,510524
四川省,古蔺县,510525
四川省,旌阳区,510603
四川省,中江县,510623
四川省,罗江区,510626
四川省,广汉市,510681
四川省,什邡市,510682
四川省,绵竹市,510683
四川省,涪城区,510703
四川省,游仙区,510704
四川省,安州区,510705
四川省,三台县,510722
四川省,盐亭县,510723
四川省,梓潼县,510725
四川省,北川羌族自治县,510726
四川省,平武县,510727
四川省,江油市,510781
四川省,利州区,510802
四川省,昭化区,510811
四川省,朝天区,510812
四川省,旺苍县,510821
四川省,青川县,510822
四川省,剑阁县,510823
四川省,苍溪县,510824
四川省,船山区,510903
四川省,安居区,510904
四川省,蓬溪县,510921
四川省,射洪县,510922
四川省,大英县,510923
四川省,市中区,511002
四川省,东兴区,511011
四川省,威远县,511024
四川省,资中县,511025
四川省,隆昌市,511083
四川省,市中区,511102
四川省,沙湾区,511111
四川省,五通桥区,511112
四川省,金口河区,511113
四川省,犍为县,511123
四川省,井研县,511124
四川省,夹江县,511126
四川省,沐川县,511129
四川省,峨边彝族自治县,511132
四川省,马边彝族自治县,511133
四川省,峨眉山市,511181
